Rating,Helpfullness,Review Title,Reviewer Name,Review Date,Review Text
10,36 out of 89 found this helpful,Best plot,dubeysubhash,15 May 2020,"What a fine casting, these entertainer are really talented yet underrated. A viny fine story line , very interesting and the plot binds you throughout the end"
10,43 out of 109 found this helpful,Great show,jimmy_zk,15 May 2020,"One of the best shows of 2020 simply awesome. The direction, cinematography is great. The cast and their acting is pitch perfect. Highly highly recommend"
9,53 out of 138 found this helpful,Genuine Content,gotudave,15 May 2020,"Intense - Dark - Gruesome - Thriller - CrimeDrama - Dirty Politics - Police - Media - System - Elections - Erotic - Mythology - Social.... Every possible Genre Of Filmography Have been packed in this show. Top-Hole Content with a great Concept. 😌🙌Strong Script , Well fabricated Screenplay with esteemed level of Acting. Superlative performance from All Actors. Especially Jaideep Ahlawat , Neeraj Kabi & Abhijit Banerjee. It's Slow paced drama but Yes if You are looking for Good Content It's Quite Binge for you."
10,46 out of 118 found this helpful,One of the finest crime thriller from India,kunal-58-835902,15 May 2020,A must watch for people who love crime thriller. Story telling is interesting with some very fine performances. One of better contents in last couple of year on OTT platform
10,19 out of 43 found this helpful,SwargLok of writing and acting,krishnag-82966,17 May 2020,"What is this is a testament to the courage and authenticity of the new creative India which finds its way through the corruption, oppression, political frustration and cow dung of the country. Its deals with the whole spectrum of the oppressed and minority. The ""Katwa"" muslim, the momo Shemale, the ever presence ISI and in all this is the only idealistic ""HaanthRam"". It's honesty which does not shy away from obscenely to make you uncomfortable. Technically it could have been better in terms of editing and camerawork but the acting shadows such flaws.Mohit is outstanding to say the least. Such an unused raw talent. the scene where he walks out after suspension and when he his immediate guilt on the use the word ""Katwa"" are testament to the vast range of emotions he is capable of being true to while acting.
The guy playing his kid shows sparks of brilliance as well.
Even the woman constable is never out of the frame.
The dialogue are crisps, short and well timed.There are so many nuances to story writing like exposition and character development that are so well taken care of.I have been living in the USA for sometime now, and don't get to see Indian series much. But i am glad i saw this.Inspiring to say the least!!"
10,37 out of 94 found this helpful,Finest webseries,amlanhazarika,15 May 2020,A/T to IMDB i thought Ashor is the best webseries till now but after i have seen this I m surprised .The story is incomparable.
10,12 out of 25 found this helpful,Excellent and Well Balanced plot line. NOT anti Hindu at all,jayantaprasadam,18 May 2020,"I am not sure why some reviewers are calling it Hindu phobic? Just because of one scene where Muslim family is beaten by saffron clad goons just because the family was eating meat, and that too chicken not beef? Or perhaps they were expecting the villains to be usual jihadi terrorIst?"
10,12 out of 25 found this helpful,One of the best series I've watched. T,mehekcool-98515,18 May 2020,"One of the best series I've watched. The acting, the story just all done so well.I just needed to say this: Best TV show in TV history until today and probably ever.Can't wait for season 2!!"
10,12 out of 25 found this helpful,One of the best series,deshpandemaulik-27756,18 May 2020,"One of the best series I've ever seen! action in every episode, and the level of drama is maintained until the very last minutes"
10,12 out of 25 found this helpful,Amazing Show,rahulranjanio,18 May 2020,"Outrage shock scandals affairs gore violence primal and medieval urges slaps and the infamous sex scenes why you ask? because we the consumers crave all of the above we thrive on this,"
9,12 out of 25 found this helpful,Kudos to the writers!,mukherjeesubham93,17 May 2020,"Anushka Sharma and her team have done a fabulous job of creating this web series, which is a very engaging political thriller. The best thing about this series is the fact that a team of really strong writers worked in this. The main showrunner Sudip Sharma is the man behind movies like Udta Punjab, NH 10 and Sonchiriya. Hence, we get a show with a lot of layers. It's a show which has a lot of depth, which has lot to say to it's viewers regarding the current socio political setup of the country. It may be offending to some, as I can already see that people are strategically down voting the series, calling it biased, anti nationalist etc. Well, the show is exactly about these things. These people are a living proof that whatever has been shown in the show happens in today's India. This is not a dystopian vision of India, neither does it depict our country in that state of utopia, which the people down voting it here make it out to be.It shows bitter reality.
The performances, especially that of Jaideep Ahlawat and Abhishek Banerjee are fantastic.
Overall, I would say this is another show with good content from Amazon prime. They are really doing a good job. Keep it up!"
